,3,,3,,2,,9,,2
result_dt,11413100,result_dt,11341400,result_dt,11299000,result_dt,11355500,result_dt,11446220
2004-06-08, 318,1973-06-08, 234,,NA,1982-06-09,208,,NA
2004-06-09, 312,1973-06-09, 233,,NA,1982-06-10,214,,NA
2004-06-10, 306,1973-06-10, 218,,NA,1982-06-11,224,,NA
2004-06-11, 301,1973-06-11, 164,,NA,1982-06-12,219,,NA
2004-06-12, 297,1973-06-12, 163,,NA,1982-06-13,213,,NA
2004-06-13, 293,1973-06-13, 165,,NA,1982-06-14,212,,NA
2004-06-14, 289,1973-06-14, 167,,NA,1982-06-15,226,,NA
2004-06-15, 286,1973-06-15, 160,,NA,1982-06-16,243,,NA
2004-06-16, 283,1973-06-16, 134,,NA,1982-06-17,251,,NA
2004-06-17, 281,1973-06-17, 122,,NA,1982-06-18,255,,NA
2004-06-18, 278,1973-06-18, 116,,NA,1982-06-19,252,,NA
2004-06-19, 276,1973-06-19, 100,,NA,1982-06-20,251,,NA
2004-06-20, 274,1973-06-20, 100,,NA,1982-06-21,248,,NA
2004-06-21, 272,1973-06-21, 105,,NA,1982-06-22,247,,NA
2004-06-22, 271,1973-06-22, 106,,NA,1982-06-23,243,,NA
2004-06-23, 269,1973-06-23, 106,,NA,1982-06-24,235,,NA
2004-06-24, 268,1973-06-24, 104,,NA,1982-06-25,230,,NA
2004-06-25, 267,1973-06-25, 103,,NA,1982-06-26,230,,NA
2004-06-26, 265,1973-06-26, 100,,NA,1982-06-27,247,,NA
2004-06-27, 264,1973-06-27,  97,,NA,1982-06-28,242,,NA
2004-06-28, 263,1973-06-28,  96,,NA,1982-06-29,264,,NA
2004-06-29, 262,1973-06-29,  94,,NA,1982-06-30,235,,NA
2004-06-30, 261,1973-06-30,  95,,NA,1982-07-01,234,,NA
2004-07-01, 179,1973-07-01,  71,,NA,1982-07-02,230,,NA
2004-07-02, 155,1973-07-02,  57,,NA,1982-07-03,247,,NA
2004-07-03, 140,1973-07-03,  67,,NA,1982-07-04,216,,NA
2004-07-04, 129,1973-07-04,  74,,NA,1982-07-05,209,,NA
2004-07-05, 120,1973-07-05,  72,,NA,1982-07-06,205,,NA
2004-07-06, 113,1973-07-06,  74,,NA,1982-07-07,206,,NA
2004-07-07, 106,1973-07-07,  76,,NA,1982-07-08,203,,NA
2004-07-08, 101,1973-07-08,  81,,NA,1982-07-09,199,,NA
2004-07-09,  95,1973-07-09,  85,,NA,1982-07-10,198,,NA
2004-07-10,  91,1973-07-10,  86,,NA,1982-07-11,199,,NA
2004-07-11,  86,1973-07-11,  86,,NA,1982-07-12,199,,NA
2004-07-12,  82,1973-07-12,  78,,NA,1982-07-13,198,,NA
2004-07-13,  78,1973-07-13,  64,,NA,1982-07-14,197,,NA
2004-07-14,  75,1973-07-14,  55,,NA,1982-07-15,194,,NA
2004-07-15,  72,1973-07-15,  55,,NA,1982-07-16,190,,NA
2004-07-16,  69,1973-07-16,  55,,NA,1982-07-17,184,,NA
2004-07-17,  66,1973-07-17,  55,,NA,1982-07-18,182,,NA
2004-07-18,  63,1973-07-18,  55,,NA,1982-07-19,178,,NA
2004-07-19,  60,1973-07-19,  55,,NA,1982-07-20,181,,NA
2004-07-20,  58,1973-07-20,  56,,NA,1982-07-21,181,,NA
2004-07-21,  55,1973-07-21,  58,,NA,1982-07-22,179,,NA
2004-07-22,  53,1973-07-22,  56,,NA,1982-07-23,178,,NA
2004-07-23,  51,1973-07-23,  56,,NA,1982-07-24,176,,NA
2004-07-24,  49,1973-07-24,  55,,NA,1982-07-25,174,,NA
2004-07-25,  47,1973-07-25,  56,,NA,1982-07-26,173,,NA
2004-07-26,  45,1973-07-26,  55,,NA,1982-07-27,172,,NA
2004-07-27,  43,1973-07-27,  55,,NA,1982-07-28,172,,NA
2004-07-28,  42,1973-07-28,  56,,NA,1982-07-29,171,,NA
2004-07-29,  40,1973-07-29,  56,,NA,1982-07-30,166,,NA
2004-07-30,  38,1973-07-30,  55,,NA,1982-07-31,161,,NA
2004-07-31,  37,1973-07-31,  55,,NA,1982-08-01,159,,NA
2004-08-01,  37,1973-08-01,  55,,NA,1982-08-02,158,,NA
2004-08-02,  37,1973-08-02,  51,,NA,1982-08-03,157,,NA
2004-08-03,  36,1973-08-03,  42,,NA,1982-08-04,157,,NA
2004-08-04,  34,1973-08-04,  42,,NA,1982-08-05,156,,NA
2004-08-05,  33,1973-08-05,  42,,NA,1982-08-06,155,,NA
2004-08-06,  31,1973-08-06,  42,,NA,1982-08-07,156,,NA
2004-08-07,  30,1973-08-07,  42,,NA,1982-08-08,155,,NA
2004-08-08,  28,1973-08-08,  42,,NA,1982-08-09,159,,NA
2004-08-09,  27,1973-08-09,  43,,NA,1982-08-10,163,,NA
2004-08-10,  25,1973-08-10,  43,,NA,1982-08-11,162,,NA
2004-08-11,  24,1973-08-11,  43,,NA,1982-08-12,162,,NA
2004-08-12,  22,1973-08-12,  43,,NA,1982-08-13,161,,NA
2004-08-13,  21,1973-08-13,  43,,NA,1982-08-14,161,,NA
2004-08-14,  20,1973-08-14,  43,,NA,1982-08-15,159,,NA
2004-08-15,  19,1973-08-15,  42,,NA,1982-08-16,158,,NA
2004-08-16,  19,1973-08-16,  42,,NA,1982-08-17,157,,NA
2004-08-17,  18,1973-08-17,  42,,NA,1982-08-18,157,,NA
2004-08-18,  18,1973-08-18,  42,,NA,1982-08-19,150,,NA
2004-08-19,  17,1973-08-19,  41,,NA,1982-08-20,146,,NA
2004-08-20,  17,1973-08-20,  41,,NA,1982-08-21,144,,NA
2004-08-21,  16,1973-08-21,  42,,NA,1982-08-22,143,,NA
2004-08-22,  16,1973-08-22,  42,,NA,1982-08-23,142,,NA
2004-08-23,  16,1973-08-23,  42,,NA,1982-08-24,142,,NA
2004-08-24,  16,1973-08-24,  42,,NA,1982-08-25,141,,NA
2004-08-25,  15,1973-08-25,  43,,NA,1982-08-26,141,,NA
2004-08-26,  15,1973-08-26,  42,,NA,1982-08-27,141,,NA
2004-08-27,  15,1973-08-27,  42,,NA,1982-08-28,139,,NA
2004-08-28,  15,1973-08-28,  42,,NA,1982-08-29,151,,NA
2004-08-29,  15,1973-08-29,  42,,NA,1982-08-30,152,,NA
2004-08-30,  14,1973-08-30,  42,,NA,1982-08-31,151,,NA
2004-08-31,  14,1973-08-31,  50,,NA,1982-09-01,150,,NA
2004-09-01,  15,1973-09-01,  44,,NA,1982-09-02,150,,NA
2004-09-02,  15,1973-09-02,  43,,NA,1982-09-03,150,,NA
2004-09-03,  16,1973-09-03,  44,,NA,1982-09-04,151,,NA
2004-09-04,  16,1973-09-04,  46,,NA,1982-09-05,151,,NA
2004-09-05,  16,1973-09-05,  47,,NA,1982-09-06,150,,NA
2004-09-06,  16,1973-09-06,  49,,NA,1982-09-07,150,,NA
2004-09-07,  17,1973-09-07,  54,,NA,1982-09-08,142,,NA
2004-09-08,  17,1973-09-08,  48,,NA,1982-09-09,136,,NA
2004-09-09,  17,1973-09-09,  47,,NA,1982-09-10,139,,NA
2004-09-10,  17,1973-09-10,  47,,NA,1982-09-11,140,,NA
2004-09-11,  17,1973-09-11,  49,,NA,1982-09-12,138,,NA
2004-09-12,  17,1973-09-12,  48,,NA,1982-09-13,138,,NA
2004-09-13,  18,1973-09-13,  49,,NA,1982-09-14,139,,NA
2004-09-14,  18,1973-09-14,  50,,NA,1982-09-15,140,,NA
2004-09-15,  18,1973-09-15,  50,,NA,1982-09-16,143,,NA
2004-09-16,  18,1973-09-16,  51,,NA,1982-09-17,150,,NA
2004-09-17,  18,1973-09-17,  52,,NA,1982-09-18,161,,NA
2004-09-18,  18,1973-09-18,  53,,NA,1982-09-19,163,,NA
2004-09-19,  18,1973-09-19,  60,,NA,1982-09-20,157,,NA
2004-09-20,  18,1973-09-20, 112,,NA,1982-09-21,154,,NA
2004-09-21,  19,1973-09-21,  86,,NA,1982-09-22,154,,NA
2004-09-22,  20,1973-09-22,  61,,NA,1982-09-23,153,,NA
2004-09-23,  21,1973-09-23,  65,,NA,1982-09-24,160,,NA
2004-09-24,  22,1973-09-24,  72,,NA,1982-09-25,158,,NA
2004-09-25,  22,1973-09-25,  73,,NA,1982-09-26,154,,NA
2004-09-26,  23,1973-09-26,  67,,NA,1982-09-27,154,,NA
2004-09-27,  24,1973-09-27,  65,,NA,1982-09-28,153,,NA
2004-09-28,  24,1973-09-28,  64,,NA,1982-09-29,153,,NA
2004-09-29,  25,1973-09-29,  63,,NA,1982-09-30,152,,NA
2004-09-30,  25,1973-09-30,  63,,NA,1982-10-01,152,,NA
2004-10-01,  28,1973-10-01,  64,,NA,1982-10-02,153,,NA
2004-10-02,  31,1973-10-02,  61,,NA,1982-10-03,153,,NA
2004-10-03,  34,1973-10-03,  60,,NA,1982-10-04,153,,NA
2004-10-04,  36,1973-10-04,  60,,NA,1982-10-05,152,,NA
2004-10-05,  39,1973-10-05,  62,,NA,1982-10-06,153,,NA
2004-10-06,  41,1973-10-06,  73,,NA,1982-10-07,153,,NA
2004-10-07,  43,1973-10-07,  85,,NA,1982-10-08,153,,NA
2004-10-08,  45,1973-10-08,  79,,NA,1982-10-09,152,,NA
2004-10-09,  47,1973-10-09,  75,,NA,1982-10-10,151,,NA
2004-10-10,  49,1973-10-10,  72,,NA,1982-10-11,151,,NA
2004-10-11,  51,1973-10-11,  70,,NA,1982-10-12,151,,NA
2004-10-12,  52,1973-10-12,  70,,NA,1982-10-13,150,,NA
2004-10-13,  54,1973-10-13,  70,,NA,1982-10-14,150,,NA
2004-10-14,  56,1973-10-14,  70,,NA,1982-10-15,150,,NA
2004-10-15,  57,1973-10-15,  64,,NA,1982-10-16,149,,NA
2004-10-16,  59,1973-10-16,  61,,NA,1982-10-17,149,,NA
2004-10-17,  60,1973-10-17,  60,,NA,1982-10-18,149,,NA
2004-10-18,  61,1973-10-18,  60,,NA,1982-10-19,150,,NA
2004-10-19,  62,1973-10-19,  60,,NA,1982-10-20,151,,NA
2004-10-20,  63,1973-10-20,  86,,NA,1982-10-21,154,,NA
2004-10-21,  64,1973-10-21, 225,,NA,1982-10-22,198,,NA
2004-10-22,  65,1973-10-22, 610,,NA,1982-10-23,283,,NA
2004-10-23,  66,1973-10-23, 955,,NA,1982-10-24,196,,NA
2004-10-24,  67,1973-10-24, 500,,NA,1982-10-25,207,,NA
2004-10-25,  68,1973-10-25, 294,,NA,1982-10-26,275,,NA
2004-10-26,  69,1973-10-26, 255,,NA,1982-10-27,193,,NA
2004-10-27,  69,1973-10-27, 210,,NA,1982-10-28,182,,NA
2004-10-28,  70,1973-10-28, 182,,NA,1982-10-29,192,,NA
2004-10-29,  71,1973-10-29, 142,,NA,1982-10-30,202,,NA
2004-10-30,  71,1973-10-30, 142,,NA,1982-10-31,185,,NA
2004-10-31,  72,1973-10-31, 142,,NA,1982-11-01,178,,NA
2004-11-01,  80,1973-11-01, 141,,NA,1982-11-02,173,,NA
2004-11-02,  83,1973-11-02, 139,,NA,1982-11-03,171,,NA
2004-11-03,  86,1973-11-03, 139,,NA,1982-11-04,170,,NA
2004-11-04,  89,1973-11-04, 140,,NA,1982-11-05,169,,NA
2004-11-05,  91,1973-11-05, 149,,NA,1982-11-06,168,,NA
2004-11-06,  92,1973-11-06, 179,,NA,1982-11-07,168,,NA
2004-11-07,  93,1973-11-07, 176,,NA,1982-11-08,168,,NA
2004-11-08,  94,1973-11-08, 739,,NA,1982-11-09,165,,NA
2004-11-09,  94,1973-11-09,1600,,NA,1982-11-10,166,,NA
2004-11-10,  95,1973-11-10,2950,,NA,1982-11-11,164,,NA
2004-11-11,  96,1973-11-11,4220,,NA,1982-11-12,164,,NA
2004-11-12,  96,1973-11-12,3120,,NA,1982-11-13,163,,NA
2004-11-13,  97,1973-11-13,1640,,NA,1982-11-14,162,,NA
2004-11-14,  97,1973-11-14,1170,,NA,1982-11-15,162,,NA
2004-11-15,  98,1973-11-15,1190,,NA,1982-11-16,162,,NA
2004-11-16,  98,1973-11-16,1270,,NA,1982-11-17,166,,NA
2004-11-17,  98,1973-11-17,1170,,NA,1982-11-18,179,,NA
2004-11-18,  99,1973-11-18,1090,,NA,1982-11-19,171,,NA
2004-11-19,  99,1973-11-19, 632,,NA,1982-11-20,167,,NA
2004-11-20, 100,1973-11-20, 172,,NA,1982-11-21,165,,NA
2004-11-21, 100,1973-11-21, 316,,NA,1982-11-22,164,,NA
2004-11-22, 100,1973-11-22, 434,,NA,1982-11-23,163,,NA
2004-11-23, 101,1973-11-23, 431,,NA,1982-11-24,161,,NA
2004-11-24, 101,1973-11-24, 392,,NA,1982-11-25,158,,NA
2004-11-25, 102,1973-11-25, 296,,NA,1982-11-26,157,,NA
2004-11-26, 102,1973-11-26, 220,,NA,1982-11-27,160,,NA
2004-11-27, 102,1973-11-27, 219,,NA,1982-11-28,166,,NA
2004-11-28, 103,1973-11-28, 227,,NA,1982-11-29,166,,NA
2004-11-29, 103,1973-11-29, 460,,NA,1982-11-30,165,,NA
2004-11-30, 104,1973-11-30,1490,,NA,1982-12-01,161,,NA
2004-12-01, 183,1973-12-01,1370,,NA,1982-12-02,161,,NA
2004-12-02, 205,1973-12-02,1200,,NA,1982-12-03,161,,NA
2004-12-03, 219,1973-12-03,1020,,NA,1982-12-04,160,,NA
2004-12-04, 237,1973-12-04, 515,,NA,1982-12-05,160,,NA
2004-12-05, 262,1973-12-05, 354,,NA,1982-12-06,159,,NA
2004-12-06, 288,1973-12-06, 388,,NA,1982-12-07,157,,NA
2004-12-07, 313,1973-12-07, 391,,NA,1982-12-08,153,,NA
2004-12-08, 335,1973-12-08, 389,,NA,1982-12-09,156,,NA
2004-12-09, 356,1973-12-09, 385,,NA,1982-12-10,157,,NA
2004-12-10, 374,1973-12-10, 382,,NA,1982-12-11,154,,NA
2004-12-11, 391,1973-12-11, 419,,NA,1982-12-12,155,,NA
2004-12-12, 405,1973-12-12, 457,,NA,1982-12-13,155,,NA
2004-12-13, 418,1973-12-13, 458,,NA,1982-12-14,155,,NA
2004-12-14, 429,1973-12-14, 412,,NA,1982-12-15,152,,NA
2004-12-15, 438,1973-12-15, 335,,NA,1982-12-16,155,,NA
2004-12-16, 447,1973-12-16, 300,,NA,1982-12-17,158,,NA
2004-12-17, 455,1973-12-17, 378,,NA,1982-12-18,155,,NA
2004-12-18, 462,1973-12-18, 407,,NA,1982-12-19,156,,NA
2004-12-19, 468,1973-12-19, 398,,NA,1982-12-20,160,,NA
2004-12-20, 474,1973-12-20, 490,,NA,1982-12-21,166,,NA
2004-12-21, 479,1973-12-21, 577,,NA,1982-12-22,156,,NA
2004-12-22, 484,1973-12-22, 463,,NA,1982-12-23,153,,NA
2004-12-23, 488,1973-12-23, 430,,NA,1982-12-24,148,,NA
2004-12-24, 492,1973-12-24, 357,,NA,1982-12-25,147,,NA
2004-12-25, 496,1973-12-25, 303,,NA,1982-12-26,156,,NA
2004-12-26, 499,1973-12-26, 303,,NA,1982-12-27,154,,NA
2004-12-27, 502,1973-12-27, 304,,NA,1982-12-28,145,,NA
2004-12-28, 506,1973-12-28, 307,,NA,1982-12-29,143,,NA
2004-12-29, 508,1973-12-29, 357,,NA,1982-12-30,143,,NA
2004-12-30, 511,1973-12-30, 399,,NA,1982-12-31,143,,NA
2004-12-31, 513,1973-12-31, 391,,NA,1983-01-01,144,,NA
2005-01-01, 499,1974-01-01, 386,,NA,1983-01-02,145,,NA
2005-01-02, 497,1974-01-02, 379,,NA,1983-01-03,149,,NA
2005-01-03, 497,1974-01-03, 375,,NA,1983-01-04,152,,NA
2005-01-04, 498,1974-01-04, 352,,NA,1983-01-05,153,,NA
2005-01-05, 499,1974-01-05, 295,,NA,1983-01-06,154,,NA
2005-01-06, 499,1974-01-06, 292,,NA,1983-01-07,154,,NA
2005-01-07, 500,1974-01-07, 289,,NA,1983-01-08,153,,NA
2005-01-08, 501,1974-01-08, 176,,NA,1983-01-09,152,,NA
2005-01-09, 502,1974-01-09, 101,,NA,1983-01-10,151,,NA
2005-01-10, 502,1974-01-10, 103,,NA,1983-01-11,151,,NA
2005-01-11, 503,1974-01-11, 126,,NA,1983-01-12,151,,NA
2005-01-12, 504,1974-01-12, 149,,NA,1983-01-13,151,,NA
2005-01-13, 505,1974-01-13, 251,,NA,1983-01-14,150,,NA
2005-01-14, 505,1974-01-14, 856,,NA,1983-01-15,150,,NA
2005-01-15, 506,1974-01-15,3900,,NA,1983-01-16,153,,NA
2005-01-16, 506,1974-01-16,9600,,NA,1983-01-17,151,,NA
2005-01-17, 507,1974-01-17,3000,,NA,1983-01-18,154,,NA
2005-01-18, 508,1974-01-18,2380,,NA,1983-01-19,153,,NA
2005-01-19, 508,1974-01-19,2160,,NA,1983-01-20,151,,NA
2005-01-20, 509,1974-01-20,1370,,NA,1983-01-21,150,,NA
2005-01-21, 509,1974-01-21,1170,,NA,1983-01-22,153,,NA
2005-01-22, 510,1974-01-22,1140,,NA,1983-01-23,152,,NA
2005-01-23, 510,1974-01-23, 828,,NA,1983-01-24,161,,NA
2005-01-24, 511,1974-01-24, 498,,NA,1983-01-25,155,,NA
2005-01-25, 511,1974-01-25, 613,,NA,1983-01-26,177,,NA
2005-01-26, 512,1974-01-26, 461,,NA,1983-01-27,175,,NA
2005-01-27, 512,1974-01-27, 380,,NA,1983-01-28,166,,NA
2005-01-28, 512,1974-01-28, 383,,NA,1983-01-29,163,,NA
2005-01-29, 513,1974-01-29, 380,,NA,1983-01-30,159,,NA
2005-01-30, 513,1974-01-30, 380,,NA,1983-01-31,158,,NA
2005-01-31, 514,1974-01-31, 380,,NA,1983-02-01,157,,NA
2005-02-01, 592,1974-02-01, 380,,NA,1983-02-02,157,,NA
2005-02-02, 639,1974-02-02, 375,,NA,1983-02-03,155,,NA
2005-02-03, 672,1974-02-03, 375,,NA,1983-02-04,153,,NA
2005-02-04, 698,1974-02-04, 348,,NA,1983-02-05,156,,NA
2005-02-05, 720,1974-02-05, 303,,NA,1983-02-06,156,,NA
2005-02-06, 740,1974-02-06, 300,,NA,1983-02-07,158,,NA
2005-02-07, 756,1974-02-07, 254,,NA,1983-02-08,157,,NA
2005-02-08, 772,1974-02-08, 242,,NA,1983-02-09,157,,NA
2005-02-09, 785,1974-02-09, 242,,NA,1983-02-10,158,,NA
2005-02-10, 798,1974-02-10, 242,,NA,1983-02-11,157,,NA
2005-02-11, 810,1974-02-11, 256,,NA,1983-02-12,169,,NA
2005-02-12, 821,1974-02-12, 304,,NA,1983-02-13,167,,NA
2005-02-13, 831,1974-02-13, 306,,NA,1983-02-14,162,,NA
2005-02-14, 841,1974-02-14, 280,,NA,1983-02-15,162,,NA
2005-02-15, 850,1974-02-15, 238,,NA,1983-02-16,160,,NA
2005-02-16, 858,1974-02-16, 244,,NA,1983-02-17,162,,NA
2005-02-17, 865,1974-02-17, 245,,NA,1983-02-18,174,,NA
2005-02-18, 872,1974-02-18, 245,,NA,1983-02-19,165,,NA
2005-02-19, 878,1974-02-19, 286,,NA,1983-02-20,163,,NA
2005-02-20, 885,1974-02-20, 312,,NA,1983-02-21,162,,NA
2005-02-21, 890,1974-02-21, 312,,NA,1983-02-22,163,,NA
2005-02-22, 896,1974-02-22, 268,,NA,1983-02-23,164,,NA
2005-02-23, 901,1974-02-23, 242,,NA,1983-02-24,163,,NA
2005-02-24, 906,1974-02-24, 242,,NA,1983-02-25,164,,NA
2005-02-25, 911,1974-02-25, 197,,NA,1983-02-26,162,,NA
2005-02-26, 916,1974-02-26, 198,,NA,1983-02-27,163,,NA
2005-02-27, 921,1974-02-27, 245,,NA,1983-02-28,163,,NA
2005-02-28, 925,1974-02-28, 530,,NA,1983-03-01,171,,NA
2005-03-01, 877,1974-03-01, 718,,NA,1983-03-02,169,,NA
2005-03-02, 840,1974-03-02, 660,,NA,1983-03-03,169,,NA
2005-03-03, 813,1974-03-03, 363,,NA,1983-03-04,168,,NA
2005-03-04, 790,1974-03-04, 135,,NA,1983-03-05,167,,NA
2005-03-05, 772,1974-03-05, 180,,NA,1983-03-06,166,,NA
2005-03-06, 756,1974-03-06, 305,,NA,1983-03-07,168,,NA
2005-03-07, 743,1974-03-07, 335,,NA,1983-03-08,165,,NA
2005-03-08, 731,1974-03-08, 335,,NA,1983-03-09,166,,NA
2005-03-09, 720,1974-03-09, 311,,NA,1983-03-10,172,,NA
2005-03-10, 711,1974-03-10, 335,,NA,1983-03-11,174,,NA
2005-03-11, 702,1974-03-11, 364,,NA,1983-03-12,173,,NA
2005-03-12, 695,1974-03-12, 481,,NA,1983-03-13,218,,NA
2005-03-13, 688,1974-03-13, 497,,NA,1983-03-14,202,,NA
2005-03-14, 682,1974-03-14, 417,,NA,1983-03-15,191,,NA
2005-03-15, 676,1974-03-15, 370,,NA,1983-03-16,185,,NA
2005-03-16, 671,1974-03-16, 371,,NA,1983-03-17,182,,NA
2005-03-17, 666,1974-03-17, 464,,NA,1983-03-18,180,,NA
2005-03-18, 662,1974-03-18, 526,,NA,1983-03-19,176,,NA
2005-03-19, 658,1974-03-19, 588,,NA,1983-03-20,175,,NA
2005-03-20, 655,1974-03-20, 623,,NA,1983-03-21,174,,NA
2005-03-21, 651,1974-03-21, 546,,NA,1983-03-22,174,,NA
2005-03-22, 648,1974-03-22, 478,,NA,1983-03-23,173,,NA
2005-03-23, 645,1974-03-23, 479,,NA,1983-03-24,173,,NA
2005-03-24, 643,1974-03-24, 480,,NA,1983-03-25,170,,NA
2005-03-25, 640,1974-03-25, 489,,NA,1983-03-26,169,,NA
2005-03-26, 638,1974-03-26, 538,,NA,1983-03-27,170,,NA
2005-03-27, 636,1974-03-27, 930,,NA,1983-03-28,168,,NA
2005-03-28, 634,1974-03-28,1130,,NA,1983-03-29,168,,NA
2005-03-29, 632,1974-03-29,1330,,NA,1983-03-30,171,,NA
2005-03-30, 630,1974-03-30,1880,,NA,1983-03-31,188,,NA
2005-03-31, 628,1974-03-31,1230,,NA,1983-04-01,178,,NA
2005-04-01, 665,1974-04-01,1140,,NA,1983-04-02,176,,NA
2005-04-02, 674,1974-04-02, 918,,NA,1983-04-03,172,,NA
2005-04-03, 678,1974-04-03, 973,,NA,1983-04-04,171,,NA
2005-04-04, 680,1974-04-04, 634,,NA,1983-04-05,169,,NA
2005-04-05, 681,1974-04-05, 628,,NA,1983-04-06,168,,NA
2005-04-06, 682,1974-04-06, 634,,NA,1983-04-07,168,,NA
2005-04-07, 682,1974-04-07, 605,,NA,1983-04-08,169,,NA
2005-04-08, 683,1974-04-08, 546,,NA,1983-04-09,169,,NA
2005-04-09, 683,1974-04-09, 510,,NA,1983-04-10,168,,NA
2005-04-10, 683,1974-04-10, 548,,NA,1983-04-11,169,,NA
2005-04-11, 683,1974-04-11, 635,,NA,1983-04-12,168,,NA
2005-04-12, 683,1974-04-12, 580,,NA,1983-04-13,166,,NA
2005-04-13, 683,1974-04-13, 498,,NA,1983-04-14,165,,NA
2005-04-14, 683,1974-04-14, 486,,NA,1983-04-15,164,,NA
2005-04-15, 683,1974-04-15, 517,,NA,1983-04-16,163,,NA
2005-04-16, 683,1974-04-16, 633,,NA,1983-04-17,165,,NA
2005-04-17, 683,1974-04-17, 702,,NA,1983-04-18,165,,NA
2005-04-18, 682,1974-04-18, 769,,NA,1983-04-19,166,,NA
2005-04-19, 682,1974-04-19, 768,,NA,1983-04-20,168,,NA
2005-04-20, 682,1974-04-20, 616,,NA,1983-04-21,168,,NA
2005-04-21, 682,1974-04-21, 567,,NA,1983-04-22,169,,NA
2005-04-22, 682,1974-04-22, 672,,NA,1983-04-23,171,,NA
2005-04-23, 682,1974-04-23, 860,,NA,1983-04-24,170,,NA
2005-04-24, 681,1974-04-24, 864,,NA,1983-04-25,168,,NA
2005-04-25, 681,1974-04-25, 592,,NA,1983-04-26,166,,NA
2005-04-26, 681,1974-04-26, 503,,NA,1983-04-27,166,,NA
2005-04-27, 681,1974-04-27, 449,,NA,1983-04-28,166,,NA
2005-04-28, 681,1974-04-28, 584,,NA,1983-04-29,164,,NA
2005-04-29, 680,1974-04-29, 641,,NA,1983-04-30,164,,NA
2005-04-30, 680,1974-04-30, 698,,NA,1983-05-01,164,,NA
2005-05-01, 909,1974-05-01, 895,,NA,1983-05-02,164,,NA
2005-05-02, 972,1974-05-02,1100,,NA,1983-05-03,166,,NA
2005-05-03, 997,1974-05-03,1110,,NA,1983-05-04,170,,NA
2005-05-04,1010,1974-05-04,1040,,NA,1983-05-05,171,,NA
2005-05-05,1019,1974-05-05,1020,,NA,1983-05-06,169,,NA
2005-05-06,1025,1974-05-06,1080,,NA,1983-05-07,168,,NA
2005-05-07,1029,1974-05-07,1150,,NA,1983-05-08,170,,NA
2005-05-08,1033,1974-05-08,1180,,NA,1983-05-09,168,,NA
2005-05-09,1036,1974-05-09,1160,,NA,1983-05-10,167,,NA
2005-05-10,1038,1974-05-10,1160,,NA,1983-05-11,166,,NA
2005-05-11,1040,1974-05-11,1060,,NA,1983-05-12,168,,NA
2005-05-12,1042,1974-05-12,1130,,NA,1983-05-13,169,,NA
2005-05-13,1044,1974-05-13,1020,,NA,1983-05-14,172,,NA
2005-05-14,1045,1974-05-14, 984,,NA,1983-05-15,176,,NA
2005-05-15,1046,1974-05-15, 907,,NA,1983-05-16,178,,NA
2005-05-16,1047,1974-05-16, 386,,NA,1983-05-17,180,,NA
2005-05-17,1048,1974-05-17, 258,,NA,1983-05-18,184,,NA
2005-05-18,1048,1974-05-18, 398,,NA,1983-05-19,191,,NA
2005-05-19,1049,1974-05-19, 396,,NA,1983-05-20,199,,NA
2005-05-20,1050,1974-05-20, 296,,NA,1983-05-21,208,,NA
2005-05-21,1050,1974-05-21, 438,,NA,1983-05-22,219,,NA
2005-05-22,1050,1974-05-22, 556,,NA,1983-05-23,235,,NA
2005-05-23,1051,1974-05-23, 674,,NA,1983-05-24,245,,NA
2005-05-24,1051,1974-05-24, 792,,NA,1983-05-25,249,,NA
2005-05-25,1052,1974-05-25, 886,,NA,1983-05-26,257,,NA
2005-05-26,1052,1974-05-26,1060,,NA,1983-05-27,275,,NA
2005-05-27,1052,1974-05-27,1130,,NA,1983-05-28,284,,NA
2005-05-28,1052,1974-05-28,1190,,NA,1983-05-29,302,,NA
2005-05-29,1053,1974-05-29, 998,,NA,1983-05-30,300,,NA
2005-05-30,1053,1974-05-30, 831,,NA,1983-05-31,309,,NA
2005-05-31,1053,1974-05-31, 719,,NA,1983-06-01,320,,NA
2005-06-01, 765,1974-06-01, 631,,NA,1983-06-02,298,,NA
2005-06-02, 697,1974-06-02, 736,,NA,1983-06-03,295,,NA
2005-06-03, 668,1974-06-03, 900,,NA,1983-06-04,312,,NA
2005-06-04, 652,1974-06-04, 866,,NA,1983-06-05,315,,NA
2005-06-05, 641,1974-06-05, 823,,NA,1983-06-06,319,,NA
2005-06-06, 632,1974-06-06, 812,,NA,1983-06-07,336,,NA
2005-06-07, 626,1974-06-07, 771,,NA,1983-06-08,341,,NA
2005-06-08, 621,1974-06-08, 660,,NA,1983-06-09,357,,NA
2005-06-09, 616,1974-06-09, 713,,NA,1983-06-10,371,,NA
2005-06-10, 612,1974-06-10, 735,,NA,1983-06-11,388,,NA
2005-06-11, 609,1974-06-11, 580,,NA,1983-06-12,343,,NA
2005-06-12, 606,1974-06-12, 403,,NA,1983-06-13,332,,NA
2005-06-13, 603,1974-06-13, 430,,NA,1983-06-14,352,,NA
2005-06-14, 601,1974-06-14, 603,,NA,1983-06-15,357,,NA
2005-06-15, 599,1974-06-15, 576,,NA,1983-06-16,354,,NA
2005-06-16, 597,1974-06-16, 560,,NA,1983-06-17,369,,NA
2005-06-17, 595,1974-06-17, 484,,NA,1983-06-18,373,,NA
2005-06-18, 594,1974-06-18, 366,,NA,1983-06-19,338,,NA
