pred1,pred2,Fstat,pval,Rsquare,adjRsquare,AICc
RY_recon_15,log_BY_tot_flow_sepdec,2.58,0.12774,0.392,0.240,115.5
RY_recon_20,log_BY_tot_flow_sepdec,2.26,0.13846,0.361,0.201,116.1
RY_recon_50,log_BY_tot_flow_sepdec,1.88,0.17994,0.320,0.150,116.7
RY_recon_80,log_BY_tot_flow_sepdec,1.92,0.13945,0.324,0.155,116.7
RY_recon_100,log_BY_tot_flow_sepdec,1.92,0.14294,0.324,0.155,116.7
SY_discon_80,log_BY_tot_flow_sepdec,1.96,0.15785,0.329,0.162,116.6
SY_discon_100,log_BY_tot_flow_sepdec,1.96,0.15536,0.329,0.161,116.6
BY_min_flow_sepdec,log_BY_tot_flow_sepdec,2.48,0.11936,0.383,0.228,115.7
RY_min_flow,log_BY_tot_flow_sepdec,1.91,0.19626,0.323,0.154,116.7
SY_min_flow_janjul,log_BY_tot_flow_sepdec,1.93,0.14612,0.325,0.156,116.7
tot_flow_CFLP,log_BY_tot_flow_sepdec,2.41,0.09532,0.376,0.220,115.8
BY_tot_flow_sepdec,log_BY_tot_flow_sepdec,2.96,0.11968,0.425,0.282,114.9
RY_tot_flow,log_BY_tot_flow_sepdec,1.97,0.12804,0.330,0.163,116.6
SY_tot_flow_janjul,log_BY_tot_flow_sepdec,2.20,0.15854,0.355,0.194,116.2
log_tot_flow_CFLP,log_BY_tot_flow_sepdec,2.29,0.86021,0.364,0.205,116.0
log_RY_tot_flow,log_BY_tot_flow_sepdec,2.03,0.70754,0.337,0.171,116.5
log_SY_tot_flow_janjul,log_BY_tot_flow_sepdec,1.97,0.69330,0.330,0.163,116.6
BY_FA_Mag,log_BY_tot_flow_sepdec,1.90,0.94002,0.487,0.230,81.6
BY_FA_Tim,log_BY_tot_flow_sepdec,0.46,0.52527,0.186,-0.221,84.8
BY_FA_Dur,log_BY_tot_flow_sepdec,1.46,0.81734,0.422,0.133,82.4
RY_Wet_Tim,log_BY_tot_flow_sepdec,2.29,0.68233,0.364,0.205,116.0
RY_Wet_BFL_Dur,log_BY_tot_flow_sepdec,5.34,0.13522,0.572,0.465,111.7
RY_SP_ROC,log_BY_tot_flow_sepdec,3.25,0.05202,0.448,0.310,114.4
RY_DS_Mag_50,log_BY_tot_flow_sepdec,2.05,0.20485,0.339,0.173,116.4
RY_DS_Mag_90,log_BY_tot_flow_sepdec,3.25,0.19527,0.448,0.311,114.4
RY_FA_Mag,log_BY_tot_flow_sepdec,2.83,0.34072,0.586,0.379,80.8
RY_FA_Tim,log_BY_tot_flow_sepdec,1.78,0.14588,0.471,0.206,82.5
RY_FA_Dur,log_BY_tot_flow_sepdec,0.91,0.52603,0.313,-0.030,84.4
RY_Wet_BFL_Mag_50,log_BY_tot_flow_sepdec,2.07,0.12033,0.341,0.176,116.4
RY_DS_Tim,log_BY_tot_flow_sepdec,2.63,0.07990,0.397,0.246,115.4
RY_SP_Tim,log_BY_tot_flow_sepdec,5.34,0.02531,0.572,0.465,111.7
RY_DS_Dur_WS,log_BY_tot_flow_sepdec,1.89,0.13736,0.321,0.151,116.7
SY_Wet_Tim,log_BY_tot_flow_sepdec,2.10,0.19188,0.345,0.181,116.3
SY_Wet_BFL_Dur,log_BY_tot_flow_sepdec,2.09,0.12824,0.343,0.179,116.4
SY_SP_ROC,log_BY_tot_flow_sepdec,2.79,0.08881,0.411,0.264,115.2
BY_recon_10,log_RY_tot_flow,4.85,0.94235,0.548,0.435,112.2
BY_recon_15,log_RY_tot_flow,3.02,0.77363,0.430,0.288,114.8
BY_recon_20,log_RY_tot_flow,1.24,0.93329,0.237,0.047,118.0
BY_recon_50,log_RY_tot_flow,0.21,0.96357,0.050,-0.188,120.4
BY_recon_80,log_RY_tot_flow,0.10,0.89658,0.023,-0.221,120.7
BY_recon_100,log_RY_tot_flow,3.75,0.27872,0.484,0.355,113.7
RY_discon_10,log_RY_tot_flow,1.74,0.53626,0.303,0.129,117.0
RY_discon_15,log_RY_tot_flow,1.84,0.26219,0.314,0.143,116.8
RY_discon_20,log_RY_tot_flow,1.57,0.24538,0.281,0.102,117.3
RY_discon_50,log_RY_tot_flow,1.78,0.18236,0.308,0.135,116.9
RY_discon_80,log_RY_tot_flow,1.22,0.27097,0.234,0.043,118.0
RY_discon_100,log_RY_tot_flow,1.10,0.30758,0.215,0.019,118.3
RY_recon_10,log_RY_tot_flow,0.69,0.42112,0.147,-0.066,119.2
RY_recon_15,log_RY_tot_flow,0.62,0.41153,0.134,-0.083,119.4
RY_recon_20,log_RY_tot_flow,0.40,0.48000,0.091,-0.136,119.9
RY_recon_50,log_RY_tot_flow,0.31,0.56508,0.071,-0.161,120.2
RY_recon_80,log_RY_tot_flow,0.01,0.90006,0.002,-0.248,121.0
RY_recon_100,log_RY_tot_flow,0.21,0.79211,0.051,-0.187,120.4
SY_discon_80,log_RY_tot_flow,0.03,0.99280,0.009,-0.239,120.9
SY_discon_100,log_RY_tot_flow,0.03,0.99144,0.007,-0.241,120.9
BY_min_flow_sepdec,log_RY_tot_flow,0.32,0.97155,0.073,-0.158,120.1
RY_min_flow,log_RY_tot_flow,1.14,0.26576,0.221,0.026,118.2
SY_min_flow_janjul,log_RY_tot_flow,0.09,0.91689,0.022,-0.222,120.7
tot_flow_CFLP,log_RY_tot_flow,0.00,0.90125,0.001,-0.249,121.0
BY_tot_flow_sepdec,log_RY_tot_flow,1.18,0.49342,0.228,0.036,118.1
RY_tot_flow,log_RY_tot_flow,0.61,0.30505,0.132,-0.085,119.4
SY_tot_flow_janjul,log_RY_tot_flow,0.23,0.77738,0.054,-0.182,120.4
log_tot_flow_CFLP,log_RY_tot_flow,0.00,0.95430,0.000,-0.250,121.0
log_BY_tot_flow_sepdec,log_RY_tot_flow,2.03,0.70754,0.337,0.171,116.5
log_SY_tot_flow_janjul,log_RY_tot_flow,0.10,0.68817,0.025,-0.219,120.7
BY_FA_Mag,log_RY_tot_flow,2.12,0.62382,0.515,0.272,81.2
BY_FA_Tim,log_RY_tot_flow,0.04,0.91861,0.020,-0.470,86.1
BY_FA_Dur,log_RY_tot_flow,1.44,0.90273,0.418,0.127,82.5
RY_Wet_Tim,log_RY_tot_flow,1.89,0.97239,0.321,0.151,116.7
RY_Wet_BFL_Dur,log_RY_tot_flow,3.00,0.87816,0.429,0.286,114.8
RY_SP_ROC,log_RY_tot_flow,0.09,0.95816,0.021,-0.224,120.8
RY_DS_Mag_50,log_RY_tot_flow,1.30,0.28030,0.245,0.057,117.9
RY_DS_Mag_90,log_RY_tot_flow,1.12,0.97602,0.219,0.023,118.3
RY_FA_Mag,log_RY_tot_flow,1.60,0.56211,0.445,0.167,82.9
RY_FA_Tim,log_RY_tot_flow,0.55,0.33509,0.215,-0.178,85.3
RY_FA_Dur,log_RY_tot_flow,0.62,0.48980,0.236,-0.146,85.1
RY_Wet_BFL_Mag_50,log_RY_tot_flow,0.43,0.40398,0.098,-0.127,119.8
RY_DS_Tim,log_RY_tot_flow,0.46,0.66514,0.103,-0.121,119.8
RY_SP_Tim,log_RY_tot_flow,0.91,0.86446,0.186,-0.018,118.7
RY_DS_Dur_WS,log_RY_tot_flow,0.26,0.61716,0.062,-0.173,120.3
SY_Wet_Tim,log_RY_tot_flow,1.11,0.45263,0.218,0.022,118.3
SY_Wet_BFL_Dur,log_RY_tot_flow,0.09,0.91255,0.022,-0.223,120.7
SY_SP_ROC,log_RY_tot_flow,1.06,0.59995,0.210,0.013,118.4
BY_recon_10,log_SY_tot_flow_janjul,4.82,0.75738,0.546,0.433,112.3
BY_recon_15,log_SY_tot_flow_janjul,3.50,0.27940,0.466,0.333,114.1
BY_recon_20,log_SY_tot_flow_janjul,1.67,0.32109,0.294,0.118,117.2
BY_recon_50,log_SY_tot_flow_janjul,0.35,0.51665,0.080,-0.151,120.1
BY_recon_80,log_SY_tot_flow_janjul,0.18,0.58951,0.043,-0.197,120.5
BY_recon_100,log_SY_tot_flow_janjul,3.24,0.46887,0.448,0.310,114.5
RY_discon_10,log_SY_tot_flow_janjul,0.85,0.71380,0.176,-0.031,118.9
RY_discon_15,log_SY_tot_flow_janjul,0.60,0.99321,0.131,-0.087,119.4
RY_discon_20,log_SY_tot_flow_janjul,0.45,0.92043,0.101,-0.124,119.8
RY_discon_50,log_SY_tot_flow_janjul,0.41,0.88119,0.093,-0.133,119.9
RY_discon_80,log_SY_tot_flow_janjul,0.35,0.82977,0.081,-0.148,120.1
RY_discon_100,log_SY_tot_flow_janjul,0.36,0.81223,0.083,-0.146,120.0
RY_recon_10,log_SY_tot_flow_janjul,0.39,0.91421,0.089,-0.139,120.0
RY_recon_15,log_SY_tot_flow_janjul,0.31,0.81695,0.072,-0.160,120.2
RY_recon_20,log_SY_tot_flow_janjul,0.21,0.74216,0.049,-0.189,120.4
RY_recon_50,log_SY_tot_flow_janjul,0.20,0.73376,0.048,-0.189,120.4
RY_recon_80,log_SY_tot_flow_janjul,0.10,0.59227,0.024,-0.220,120.7
RY_recon_100,log_SY_tot_flow_janjul,0.19,0.72666,0.046,-0.193,120.5
SY_discon_80,log_SY_tot_flow_janjul,1.33,0.15415,0.249,0.061,117.8
SY_discon_100,log_SY_tot_flow_janjul,1.20,0.16663,0.230,0.038,118.1
BY_min_flow_sepdec,log_SY_tot_flow_janjul,0.46,0.54879,0.103,-0.122,119.8
RY_min_flow,log_SY_tot_flow_janjul,0.58,0.55377,0.127,-0.092,119.5
SY_min_flow_janjul,log_SY_tot_flow_janjul,0.11,0.76301,0.027,-0.216,120.7
tot_flow_CFLP,log_SY_tot_flow_janjul,0.12,0.55829,0.030,-0.212,120.6
BY_tot_flow_sepdec,log_SY_tot_flow_janjul,1.02,0.65742,0.203,0.004,118.5
RY_tot_flow,log_SY_tot_flow_janjul,0.11,0.63298,0.027,-0.216,120.7
SY_tot_flow_janjul,log_SY_tot_flow_janjul,0.91,0.29800,0.186,-0.017,118.7
log_tot_flow_CFLP,log_SY_tot_flow_janjul,0.12,0.87911,0.030,-0.213,120.7
log_BY_tot_flow_sepdec,log_SY_tot_flow_janjul,1.97,0.69330,0.330,0.163,116.6
log_RY_tot_flow,log_SY_tot_flow_janjul,0.10,0.68817,0.025,-0.219,120.7
BY_FA_Mag,log_SY_tot_flow_janjul,2.00,0.71816,0.500,0.251,81.4
BY_FA_Tim,log_SY_tot_flow_janjul,0.46,0.37180,0.188,-0.218,84.8
BY_FA_Dur,log_SY_tot_flow_janjul,1.44,0.92407,0.418,0.127,82.5
RY_Wet_Tim,log_SY_tot_flow_janjul,2.79,0.18941,0.411,0.263,115.2
RY_Wet_BFL_Dur,log_SY_tot_flow_janjul,3.56,0.44939,0.471,0.338,114.0
RY_SP_ROC,log_SY_tot_flow_janjul,0.17,0.68420,0.041,-0.199,120.5
RY_DS_Mag_50,log_SY_tot_flow_janjul,0.64,0.77661,0.138,-0.077,119.3
RY_DS_Mag_90,log_SY_tot_flow_janjul,1.46,0.55848,0.267,0.084,117.6
RY_FA_Mag,log_SY_tot_flow_janjul,3.05,0.26410,0.604,0.406,80.5
RY_FA_Tim,log_SY_tot_flow_janjul,0.01,0.87250,0.003,-0.495,87.0
RY_FA_Dur,log_SY_tot_flow_janjul,0.72,0.41934,0.264,-0.104,84.9
RY_Wet_BFL_Mag_50,log_SY_tot_flow_janjul,0.14,0.68008,0.033,-0.209,120.6
RY_DS_Tim,log_SY_tot_flow_janjul,0.36,0.79549,0.082,-0.148,120.0
RY_SP_Tim,log_SY_tot_flow_janjul,0.97,0.75005,0.195,-0.006,118.6
RY_DS_Dur_WS,log_SY_tot_flow_janjul,0.24,0.56121,0.057,-0.179,120.3
SY_Wet_Tim,log_SY_tot_flow_janjul,1.02,0.45766,0.204,0.005,118.5
SY_Wet_BFL_Dur,log_SY_tot_flow_janjul,0.15,0.57874,0.037,-0.204,120.6
SY_SP_ROC,log_SY_tot_flow_janjul,0.81,0.99960,0.168,-0.040,119.0
BY_recon_10,BY_FA_Mag,18.12,0.00667,0.901,0.851,70.1
BY_recon_15,BY_FA_Mag,9.74,0.02047,0.830,0.744,73.9
BY_recon_20,BY_FA_Mag,3.33,0.14550,0.625,0.437,79.4
BY_recon_50,BY_FA_Mag,2.06,0.53881,0.508,0.262,81.3
BY_recon_80,BY_FA_Mag,2.53,0.30570,0.559,0.338,80.5
BY_recon_100,BY_FA_Mag,2.57,0.29114,0.562,0.344,80.5
RY_discon_10,BY_FA_Mag,1.95,0.89055,0.494,0.241,81.5
RY_discon_15,BY_FA_Mag,1.90,0.94428,0.487,0.231,81.6
RY_discon_20,BY_FA_Mag,1.90,0.89491,0.487,0.230,81.6
RY_discon_50,BY_FA_Mag,1.90,0.85800,0.487,0.231,81.6
RY_discon_80,BY_FA_Mag,1.92,0.79253,0.490,0.235,81.6
RY_discon_100,BY_FA_Mag,1.91,0.81355,0.489,0.233,81.6
RY_recon_10,BY_FA_Mag,1.90,0.30472,0.487,0.231,81.6
RY_recon_15,BY_FA_Mag,1.90,0.33791,0.487,0.230,81.6
RY_recon_20,BY_FA_Mag,1.92,0.29296,0.490,0.235,81.6
RY_recon_50,BY_FA_Mag,1.90,0.45555,0.487,0.231,81.6
RY_recon_80,BY_FA_Mag,2.85,0.68366,0.588,0.381,80.1
RY_recon_100,BY_FA_Mag,3.23,0.58736,0.618,0.426,79.5
SY_discon_80,BY_FA_Mag,1.90,0.91794,0.487,0.230,81.6
SY_discon_100,BY_FA_Mag,1.90,0.91745,0.487,0.230,81.6
BY_min_flow_sepdec,BY_FA_Mag,2.77,0.49325,0.581,0.371,80.2
RY_min_flow,BY_FA_Mag,1.90,0.25213,0.487,0.231,81.6
SY_min_flow_janjul,BY_FA_Mag,1.90,0.46084,0.487,0.230,81.6
tot_flow_CFLP,BY_FA_Mag,2.13,0.35667,0.516,0.273,81.2
BY_tot_flow_sepdec,BY_FA_Mag,1.90,0.26893,0.487,0.230,81.6
RY_tot_flow,BY_FA_Mag,1.92,0.37182,0.489,0.234,81.6
SY_tot_flow_janjul,BY_FA_Mag,2.25,0.28057,0.529,0.294,81.0
log_tot_flow_CFLP,BY_FA_Mag,2.23,0.57227,0.527,0.290,81.0
log_BY_tot_flow_sepdec,BY_FA_Mag,1.90,0.94002,0.487,0.230,81.6
log_RY_tot_flow,BY_FA_Mag,2.12,0.62382,0.515,0.272,81.2
log_SY_tot_flow_janjul,BY_FA_Mag,2.00,0.71816,0.500,0.251,81.4
BY_FA_Tim,BY_FA_Mag,2.06,0.71694,0.508,0.262,81.3
BY_FA_Dur,BY_FA_Mag,3.47,0.77976,0.634,0.451,79.2
RY_Wet_Tim,BY_FA_Mag,1.95,0.92310,0.494,0.241,81.5
RY_Wet_BFL_Dur,BY_FA_Mag,2.11,0.85986,0.514,0.270,81.2
RY_SP_ROC,BY_FA_Mag,4.54,0.23561,0.694,0.541,78.0
RY_DS_Mag_50,BY_FA_Mag,1.92,0.29146,0.489,0.234,81.6
RY_DS_Mag_90,BY_FA_Mag,5.65,0.05111,0.739,0.608,76.9
RY_FA_Mag,BY_FA_Mag,2.54,0.15292,0.717,0.434,76.0
RY_FA_Tim,BY_FA_Mag,1.19,0.26596,0.544,0.088,78.4
RY_FA_Dur,BY_FA_Mag,2.66,0.15726,0.727,0.454,75.8
RY_Wet_BFL_Mag_50,BY_FA_Mag,1.90,0.38954,0.487,0.230,81.6
RY_DS_Tim,BY_FA_Mag,1.91,0.81678,0.489,0.233,81.6
RY_SP_Tim,BY_FA_Mag,2.12,0.99501,0.514,0.272,81.2
RY_DS_Dur_WS,BY_FA_Mag,1.91,0.72525,0.488,0.232,81.6
SY_Wet_Tim,BY_FA_Mag,1.90,0.57447,0.487,0.231,81.6
SY_Wet_BFL_Dur,BY_FA_Mag,1.94,0.84612,0.492,0.238,81.5
SY_SP_ROC,BY_FA_Mag,2.20,0.79459,0.524,0.286,81.1
BY_recon_10,BY_FA_Tim,9.14,0.00539,0.820,0.731,74.3
BY_recon_15,BY_FA_Tim,3.71,0.01657,0.650,0.475,78.9
BY_recon_20,BY_FA_Tim,1.90,0.03422,0.487,0.230,81.6
BY_recon_50,BY_FA_Tim,2.31,0.03193,0.536,0.304,80.9
BY_recon_80,BY_FA_Tim,1.91,0.03679,0.489,0.233,81.6
BY_recon_100,BY_FA_Tim,1.93,0.03572,0.491,0.236,81.5
RY_discon_10,BY_FA_Tim,0.28,0.64333,0.124,-0.314,85.3
RY_discon_15,BY_FA_Tim,0.25,0.70559,0.112,-0.332,85.4
RY_discon_20,BY_FA_Tim,0.16,0.82657,0.073,-0.390,85.7
RY_discon_50,BY_FA_Tim,0.28,0.69910,0.123,-0.315,85.4
RY_discon_80,BY_FA_Tim,0.18,0.78653,0.083,-0.376,85.7
RY_discon_100,BY_FA_Tim,0.15,0.83395,0.068,-0.398,85.8
RY_recon_10,BY_FA_Tim,0.20,0.12016,0.089,-0.366,85.6
RY_recon_15,BY_FA_Tim,0.20,0.12017,0.092,-0.363,85.6
RY_recon_20,BY_FA_Tim,0.15,0.12644,0.071,-0.394,85.8
RY_recon_50,BY_FA_Tim,0.26,0.11759,0.113,-0.330,85.4
RY_recon_80,BY_FA_Tim,0.06,0.23939,0.030,-0.455,86.1
RY_recon_100,BY_FA_Tim,0.04,0.27674,0.021,-0.468,86.1
SY_discon_80,BY_FA_Tim,0.11,0.57635,0.054,-0.419,85.9
SY_discon_100,BY_FA_Tim,0.12,0.56121,0.056,-0.416,85.9
BY_min_flow_sepdec,BY_FA_Tim,0.87,0.31470,0.303,-0.046,83.7
RY_min_flow,BY_FA_Tim,0.36,0.44519,0.154,-0.269,85.1
SY_min_flow_janjul,BY_FA_Tim,0.46,0.10267,0.186,-0.221,84.8
tot_flow_CFLP,BY_FA_Tim,0.15,0.33439,0.069,-0.396,85.8
BY_tot_flow_sepdec,BY_FA_Tim,0.28,0.45292,0.125,-0.313,85.3
RY_tot_flow,BY_FA_Tim,0.06,0.37526,0.029,-0.457,86.1
SY_tot_flow_janjul,BY_FA_Tim,0.99,0.07710,0.331,-0.003,83.5
log_tot_flow_CFLP,BY_FA_Tim,0.22,0.55495,0.100,-0.350,85.5
log_BY_tot_flow_sepdec,BY_FA_Tim,0.46,0.52527,0.186,-0.221,84.8
log_RY_tot_flow,BY_FA_Tim,0.04,0.91861,0.020,-0.470,86.1
log_SY_tot_flow_janjul,BY_FA_Tim,0.46,0.37180,0.188,-0.218,84.8
BY_FA_Mag,BY_FA_Tim,2.06,0.71694,0.508,0.262,81.3
BY_FA_Dur,BY_FA_Tim,1.44,0.90245,0.419,0.129,82.5
RY_Wet_Tim,BY_FA_Tim,0.15,0.29522,0.070,-0.395,85.8
RY_Wet_BFL_Dur,BY_FA_Tim,0.57,0.96835,0.223,-0.165,84.5
RY_SP_ROC,BY_FA_Tim,0.05,0.80555,0.025,-0.463,86.1
RY_DS_Mag_50,BY_FA_Tim,0.29,0.40120,0.126,-0.311,85.3
RY_DS_Mag_90,BY_FA_Tim,8.62,0.00443,0.812,0.718,74.6
RY_FA_Mag,BY_FA_Tim,17.17,0.02052,0.945,0.890,67.8
RY_FA_Tim,BY_FA_Tim,0.22,0.37871,0.179,-0.642,81.3
RY_FA_Dur,BY_FA_Tim,0.14,0.42741,0.125,-0.750,81.6
RY_Wet_BFL_Mag_50,BY_FA_Tim,0.14,0.38135,0.064,-0.403,85.8
RY_DS_Tim,BY_FA_Tim,0.16,0.82451,0.075,-0.388,85.7
RY_SP_Tim,BY_FA_Tim,0.32,0.94062,0.137,-0.295,85.2
RY_DS_Dur_WS,BY_FA_Tim,0.04,0.46536,0.020,-0.470,86.1
SY_Wet_Tim,BY_FA_Tim,0.13,0.51341,0.060,-0.410,85.8
SY_Wet_BFL_Dur,BY_FA_Tim,0.20,0.23150,0.089,-0.366,85.6
SY_SP_ROC,BY_FA_Tim,2.14,0.21091,0.517,0.276,81.2
BY_recon_10,BY_FA_Dur,14.50,0.09028,0.879,0.818,71.5
BY_recon_15,BY_FA_Dur,14.07,0.15902,0.876,0.813,71.7
BY_recon_20,BY_FA_Dur,13.15,0.18924,0.868,0.802,72.1
BY_recon_50,BY_FA_Dur,2.26,0.48514,0.531,0.296,81.0
BY_recon_80,BY_FA_Dur,1.95,0.54207,0.494,0.241,81.5
BY_recon_100,BY_FA_Dur,1.97,0.53618,0.497,0.245,81.5
RY_discon_10,BY_FA_Dur,2.83,0.25907,0.586,0.379,80.1
RY_discon_15,BY_FA_Dur,2.97,0.23904,0.598,0.397,79.9
RY_discon_20,BY_FA_Dur,2.77,0.26675,0.580,0.371,80.2
RY_discon_50,BY_FA_Dur,3.74,0.16809,0.652,0.477,78.9
RY_discon_80,BY_FA_Dur,3.50,0.18609,0.637,0.455,79.2
RY_discon_100,BY_FA_Dur,3.84,0.16122,0.658,0.487,78.8
RY_recon_10,BY_FA_Dur,2.54,0.79196,0.560,0.339,80.5
RY_recon_15,BY_FA_Dur,2.62,0.81733,0.567,0.351,80.4
RY_recon_20,BY_FA_Dur,2.75,0.79100,0.579,0.368,80.2
RY_recon_50,BY_FA_Dur,2.88,0.91038,0.590,0.385,80.0
RY_recon_80,BY_FA_Dur,2.70,0.70662,0.574,0.362,80.3
RY_recon_100,BY_FA_Dur,2.37,0.75946,0.542,0.313,80.8
SY_discon_80,BY_FA_Dur,1.65,0.61315,0.452,0.178,82.1
SY_discon_100,BY_FA_Dur,1.64,0.61614,0.451,0.176,82.1
BY_min_flow_sepdec,BY_FA_Dur,9.73,0.11076,0.830,0.744,73.9
RY_min_flow,BY_FA_Dur,3.37,0.39891,0.627,0.441,79.4
SY_min_flow_janjul,BY_FA_Dur,1.45,0.77647,0.420,0.130,82.5
tot_flow_CFLP,BY_FA_Dur,1.45,0.96977,0.421,0.131,82.5
BY_tot_flow_sepdec,BY_FA_Dur,1.45,0.80848,0.420,0.130,82.5
RY_tot_flow,BY_FA_Dur,1.43,0.79760,0.417,0.125,82.5
SY_tot_flow_janjul,BY_FA_Dur,1.64,0.84552,0.451,0.176,82.1
log_tot_flow_CFLP,BY_FA_Dur,1.46,0.85423,0.422,0.133,82.4
log_BY_tot_flow_sepdec,BY_FA_Dur,1.46,0.81734,0.422,0.133,82.4
log_RY_tot_flow,BY_FA_Dur,1.44,0.90273,0.418,0.127,82.5
log_SY_tot_flow_janjul,BY_FA_Dur,1.44,0.92407,0.418,0.127,82.5
BY_FA_Mag,BY_FA_Dur,3.47,0.77976,0.634,0.451,79.2
BY_FA_Tim,BY_FA_Dur,1.44,0.90245,0.419,0.129,82.5
RY_Wet_Tim,BY_FA_Dur,1.43,0.97767,0.418,0.126,82.5
RY_Wet_BFL_Dur,BY_FA_Dur,42.19,0.00328,0.955,0.932,64.6
RY_SP_ROC,BY_FA_Dur,1.62,0.61850,0.448,0.172,82.1
RY_DS_Mag_50,BY_FA_Dur,4.02,0.25744,0.668,0.501,78.6
RY_DS_Mag_90,BY_FA_Dur,2.40,0.51444,0.546,0.319,80.7
RY_FA_Mag,BY_FA_Dur,3.85,0.93696,0.794,0.588,74.4
RY_FA_Tim,BY_FA_Dur,20.64,0.43151,0.954,0.908,66.9
RY_FA_Dur,BY_FA_Dur,2.97,0.90285,0.748,0.496,75.4
RY_Wet_BFL_Mag_50,BY_FA_Dur,1.43,0.80079,0.416,0.125,82.5
RY_DS_Tim,BY_FA_Dur,6.10,0.07666,0.753,0.629,76.5
RY_SP_Tim,BY_FA_Dur,18.72,0.01207,0.903,0.855,69.9
RY_DS_Dur_WS,BY_FA_Dur,1.51,0.95047,0.430,0.145,82.3
SY_Wet_Tim,BY_FA_Dur,1.88,0.50711,0.484,0.226,81.6
SY_Wet_BFL_Dur,BY_FA_Dur,1.46,0.96945,0.423,0.134,82.4
SY_SP_ROC,BY_FA_Dur,1.96,0.44905,0.494,0.242,81.5
BY_recon_10,RY_Wet_Tim,11.66,0.00017,0.745,0.681,106.0
BY_recon_15,RY_Wet_Tim,6.75,0.00055,0.628,0.535,110.1
BY_recon_20,RY_Wet_Tim,3.64,0.00191,0.477,0.346,113.9
BY_recon_50,RY_Wet_Tim,2.39,0.00593,0.374,0.217,115.8
BY_recon_80,RY_Wet_Tim,2.84,0.00852,0.415,0.269,115.1
BY_recon_100,RY_Wet_Tim,3.95,0.00170,0.497,0.371,113.4
RY_discon_10,RY_Wet_Tim,3.33,0.49968,0.454,0.318,114.3
RY_discon_15,RY_Wet_Tim,3.01,0.72039,0.429,0.287,114.8
RY_discon_20,RY_Wet_Tim,2.68,0.86507,0.401,0.251,115.3
RY_discon_50,RY_Wet_Tim,2.75,0.88405,0.407,0.259,115.2
RY_discon_80,RY_Wet_Tim,2.44,0.96610,0.379,0.224,115.7
RY_discon_100,RY_Wet_Tim,2.38,0.99329,0.373,0.216,115.9
RY_recon_10,RY_Wet_Tim,3.40,0.00220,0.459,0.324,114.2
RY_recon_15,RY_Wet_Tim,3.11,0.00271,0.437,0.296,114.7
RY_recon_20,RY_Wet_Tim,2.70,0.00381,0.403,0.254,115.3
RY_recon_50,RY_Wet_Tim,2.26,0.00622,0.361,0.201,116.1
RY_recon_80,RY_Wet_Tim,1.84,0.02288,0.316,0.144,116.8
RY_recon_100,RY_Wet_Tim,1.85,0.04857,0.316,0.145,116.8
SY_discon_80,RY_Wet_Tim,2.00,0.28823,0.333,0.166,116.5
SY_discon_100,RY_Wet_Tim,2.00,0.26540,0.333,0.166,116.5
BY_min_flow_sepdec,RY_Wet_Tim,2.51,0.00888,0.386,0.232,115.6
RY_min_flow,RY_Wet_Tim,2.27,0.01462,0.362,0.203,116.0
SY_min_flow_janjul,RY_Wet_Tim,2.11,0.00534,0.345,0.182,116.3
tot_flow_CFLP,RY_Wet_Tim,2.00,0.02861,0.333,0.166,116.5
BY_tot_flow_sepdec,RY_Wet_Tim,1.95,0.07942,0.328,0.160,116.6
RY_tot_flow,RY_Wet_Tim,1.95,0.01597,0.328,0.160,116.6
SY_tot_flow_janjul,RY_Wet_Tim,3.97,0.00279,0.498,0.373,113.4
log_tot_flow_CFLP,RY_Wet_Tim,2.02,0.52909,0.335,0.169,116.5
log_BY_tot_flow_sepdec,RY_Wet_Tim,2.29,0.68233,0.364,0.205,116.0
log_RY_tot_flow,RY_Wet_Tim,1.89,0.97239,0.321,0.151,116.7
log_SY_tot_flow_janjul,RY_Wet_Tim,2.79,0.18941,0.411,0.263,115.2
BY_FA_Mag,RY_Wet_Tim,1.95,0.92310,0.494,0.241,81.5
BY_FA_Tim,RY_Wet_Tim,0.15,0.29522,0.070,-0.395,85.8
BY_FA_Dur,RY_Wet_Tim,1.43,0.97767,0.418,0.126,82.5
RY_Wet_BFL_Dur,RY_Wet_Tim,3.56,0.54618,0.471,0.339,114.0
RY_SP_ROC,RY_Wet_Tim,2.58,0.74213,0.392,0.241,115.5
RY_DS_Mag_50,RY_Wet_Tim,2.37,0.02900,0.372,0.216,115.9
RY_DS_Mag_90,RY_Wet_Tim,6.24,0.00058,0.609,0.512,110.6
RY_FA_Mag,RY_Wet_Tim,6.44,0.01022,0.763,0.645,76.9
RY_FA_Tim,RY_Wet_Tim,3.24,0.03867,0.619,0.428,80.2
RY_FA_Dur,RY_Wet_Tim,1.08,0.10247,0.351,0.026,84.0
RY_Wet_BFL_Mag_50,RY_Wet_Tim,1.99,0.01775,0.332,0.165,116.5
RY_DS_Tim,RY_Wet_Tim,2.51,0.90198,0.386,0.232,115.6
RY_SP_Tim,RY_Wet_Tim,3.56,0.54618,0.471,0.339,114.0
RY_DS_Dur_WS,RY_Wet_Tim,2.14,0.06420,0.349,0.186,116.3
SY_Wet_Tim,RY_Wet_Tim,1.85,0.16056,0.316,0.145,116.8
SY_Wet_BFL_Dur,RY_Wet_Tim,1.93,0.01538,0.326,0.157,116.6
